,,,,,,,,,,,,,,,,,0,0,0,1,2,3,3,6,6,8,8,8,8,8,8,8,
,,,,,,,,,,,,,,,,,RECEIVER,RECEIVER,RECEIVER,TEMPERATURE SENSOR,RPM SENSOR,ALTITUDE SENSOR,ALTITUDE SENSOR,VOLTAGE SENSOR,VOLTAGE SENSOR,GPS,GPS,GPS,GPS,GPS,GPS,GPS,
TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,BATTERY,EXTERNAL BATTERY,STATUS,TEMPERATURE,ROTATION,ALTITUDE,VARIOMETER,BATTERY,EXT. BATT.,DISTANCE,SPEED,ALTITUDE,VARIOMETER,LATITUDE,LONGITUDE,TIME(UTC),
71720,-7,-1,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
71790,-14,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
71850,-20,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
71910,-24,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
71970,-27,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72040,-29,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72090,-30,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72150,-31,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72210,-31,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72260,-31,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72320,-29,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72370,-22,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72430,-22,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72490,-9,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72550,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
72610,6,-25,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  153, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
72660,6,-25,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
72720,6,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
72780,6,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
72840,6,-30,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
72890,6,-31,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
72960,6,-32,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73010,6,-32,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73080,6,-32,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73140,6,-32,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73200,6,-34,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73260,6,-34,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73310,6,-34,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73380,6,-34,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73440,6,-35,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73500,6,-34,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73560,7,-33,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  155, 93,   95, +18,N 33:26.6229,W111:35.4195,19:22:12,
73610,11,-31,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  167, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
73680,11,-30,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
73740,8,-31,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
73800,7,-32,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
73860,8,-32,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
73930,7,-32,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
73980,7,-31,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74050,8,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74120,21,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74190,32,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74260,40,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74320,44,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74390,44,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74450,42,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74520,40,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74580,32,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74630,24,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74700,22,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74760,20,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74830,11,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74890,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
74960,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75010,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75060,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75120,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75180,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75230,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75290,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75350,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75400,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75460,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75520,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  179, 83,  111, +91,N 33:26.6081,W111:35.4376,19:22:13,
75570,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
75630,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
75680,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
75750,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
75800,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
75860,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
75920,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
75980,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76040,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76100,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76160,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76220,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76280,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76340,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76420,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76480,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76530,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  137, 73,   85,-109,N 33:26.5952,W111:35.4222,19:22:15,
76590,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  109,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
76650,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
76720,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
76770,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
76840,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
76900,4,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
76960,1,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77030,-4,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77090,-9,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77150,-13,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77210,-19,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77280,-23,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77340,-25,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77410,-26,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77470,-24,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77520,-22,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  100,102,   75, -54,N 33:26.6019,W111:35.3944,19:22:16,
77590,-11,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
77650,-10,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
77720,-6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
77780,-7,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
77850,-9,-24,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
77910,-8,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
77970,-6,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78030,-3,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78080,3,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78140,5,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78190,6,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78250,13,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78300,15,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78360,9,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78420,10,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78470,9,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92,108,   75,   0,N 33:26.6124,W111:35.3640,19:22:17,
78530,8,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  119,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
78580,8,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
78660,7,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
78710,7,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
78770,6,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
78830,9,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
78890,15,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
78950,25,-24,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79010,25,-24,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79070,23,-25,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79130,20,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79190,18,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79250,16,-27,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79310,11,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79370,11,-29,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79420,7,-27,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79480,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  126,113,   85, +54,N 33:26.6289,W111:35.3386,19:22:18,
79540,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  166, 91,   88, +36,N 33:26.6533,W111:35.3276,19:22:19,
79610,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  168, 91,   88, +36,N 33:26.6533,W111:35.3276,19:22:19,
79660,5,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  168, 91,   88, +36,N 33:26.6533,W111:35.3276,19:22:19,
79730,5,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  168, 91,   88, +36,N 33:26.6533,W111:35.3276,19:22:19,
79790,5,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  168, 91,   88, +36,N 33:26.6533,W111:35.3276,19:22:19,
